New PAW TMT results file!																																											
"Program ""PAW_protein_grouper.py"" run on Mon Feb 13 18:36:31 2023"																																											
20	1	CONT_108|gi|125090|sp|P02534|K1M1_SHEEP	 	 	"CONT_046|gi|88041|pir||A31994, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN, CONT_123|gi|125091|sp|P25690|K1M2_SHEEP, CONT_146|gi|2119208|pir||I37459, CONT_156|gi|1363944|pir||JC4313, sp|B1AQ75|KRT36_MOUSE, sp|P05784|K1C18_MOUSE, sp|P08730|K1C13_MOUSE, sp|Q61414|K1C15_MOUSE, sp|Q61765|K1H1_MOUSE, sp|Q61781|K1C14_MOUSE, sp|Q61897|KT33B_MOUSE, sp|Q8K0Y2|KT33A_MOUSE, sp|Q9D646|KRT34_MOUSE"	contaminant	17.5	412	46674	"KERATIN, TYPE I MICROFIBRILLAR 48 KD, COMPONENT 8C-1 (LOW-SULFUR KERATIN) [Ovis aries]."	10	0	0	7	3	0	0	1.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	1	CONT_123|gi|125091|sp|P25690|K1M2_SHEEP	 	 	"CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_123|gi|125091|sp|P25690|K1M2_SHEEP, CONT_146|gi|2119208|pir||I37459, sp|B1AQ75|KRT36_MOUSE, sp|Q61765|K1H1_MOUSE, sp|Q61897|KT33B_MOUSE, sp|Q8K0Y2|KT33A_MOUSE, sp|Q9D646|KRT34_MOUSE"	contaminant	18.8	404	46062	"KERATIN, TYPE I MICROFIBRILLAR, 47.6 KD (LOW-SULFUR KERATIN) [Ovis aries]."	8	0	0	6	2	0	0	1.833	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	1	CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN	 	 	"CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_049|gi|88052|pir||A32568, CONT_064|gi|254622|bbs|112352, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_088|gi|1346343|sp|P04264|K2C1_HUMAN, CONT_089|gi|71536|pir||KRHU2, CONT_102|gi|88044|pir||S01068, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_143|gi|88054|pir||A22940, CONT_154|gi|1181996, sp|P03995|GFAP_MOUSE, sp|P04104|K2C1_MOUSE, sp|P11679|K2C8_MOUSE, sp|P19246|NFH_MOUSE, sp|P20152|VIME_MOUSE, sp|P97861|KRT86_MOUSE, sp|Q3TTY5|K22E_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q6IFZ6|K2C1B_MOUSE, sp|Q6IFZ9|K2C74_MOUSE, sp|Q6IME9|K2C72_MOUSE, sp|Q6NXH9|K2C73_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q9Z2T6|KRT85_MOUSE, tr|A0A2R8VHP3|A0A2R8VHP3_MOUSE, tr|E9Q0F0|E9Q0F0_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE"	contaminant	12.9	564	60066	"KERATIN, TYPE II CYTOSKELETAL 6F (CYTOKERATIN 6F) (CK 6F) (K6F KERATIN) [Homo sapiens]."	31	0	0	17	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	1	CONT_146|gi|2119208|pir||I37459	 	 	"CONT_046|gi|88041|pir||A31994, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN, CONT_123|gi|125091|sp|P25690|K1M2_SHEEP, CONT_146|gi|2119208|pir||I37459, CONT_156|gi|1363944|pir||JC4313, sp|B1AQ75|KRT36_MOUSE, sp|P05784|K1C18_MOUSE, sp|P08730|K1C13_MOUSE, sp|Q61414|K1C15_MOUSE, sp|Q61765|K1H1_MOUSE, sp|Q61781|K1C14_MOUSE, sp|Q61897|KT33B_MOUSE, sp|Q8K0Y2|KT33A_MOUSE, sp|Q9D646|KRT34_MOUSE"	contaminant	10.5	362	41704	hair keratin acidic 3-II (fragment) [Homo sapiens].	6	0	0	5	1	0	0	0.333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	1	CONT_154|gi|1181996 (+3)	CONT_154|gi|1181996&CONT_172|gi|1903216|gnl|PID|e255375&CONT_174|gi|1903220|gnl|PID|e255346&CONT_178|gi|2190400|gnl|PID|e321549	 	"CONT_025|gi|346581|pir||S29094, CONT_041|gi|109048|pir||S22025, CONT_049|gi|88052|pir||A32568, CONT_070|gi|547752|sp|Q01546|K22O_HUMAN, CONT_073|gi|87303|pir||JS0487, CONT_079|gi|125105|sp|P13647|K2C5_HUMAN, CONT_109|gi|125116|sp|P15241|K2M2_SHEEP, CONT_120|gi|125108|sp|P08729|K2C7_HUMAN, CONT_133|gi|1346349|sp|P48669|K2CF_HUMAN, CONT_154|gi|1181996, sp|P03995|GFAP_MOUSE, sp|P11679|K2C8_MOUSE, sp|P20152|VIME_MOUSE, sp|P97861|KRT86_MOUSE, sp|Q3UV17|K22O_MOUSE, sp|Q922U2|K2C5_MOUSE, sp|Q9Z2T6|KRT85_MOUSE, tr|E9Q0F0|E9Q0F0_MOUSE, tr|E9Q1Z0|E9Q1Z0_MOUSE"	contaminant	19.1	425	47034	(X81420) hair type II basic keratin [Homo sapiens].	20	0	0	11	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	1	CONT_156|gi|1363944|pir||JC4313	 	 	"CONT_046|gi|88041|pir||A31994, CONT_050|gi|280816|pir||A37343, CONT_068|gi|1082558|pir||S41161, CONT_076|gi|125083|sp|P05783|K1CR_HUMAN, CONT_082|gi|125080|sp|P02533|K1CN_HUMAN, CONT_094|gi|547751|sp|Q04695|K1CQ_HUMAN, CONT_101|gi|125081|sp|P19012|K1CO_HUMAN, CONT_108|gi|125090|sp|P02534|K1M1_SHEEP, CONT_121|gi|547749|sp|P13645|K1CJ_HUMAN, CONT_146|gi|2119208|pir||I37459, CONT_156|gi|1363944|pir||JC4313, sp|B1AQ75|KRT36_MOUSE, sp|P05784|K1C18_MOUSE, sp|P08730|K1C13_MOUSE, sp|Q61414|K1C15_MOUSE, sp|Q61765|K1H1_MOUSE, sp|Q61781|K1C14_MOUSE, sp|Q61897|KT33B_MOUSE, sp|Q8CCX5|KT222_MOUSE, sp|Q9D312|K1C20_MOUSE"	contaminant	24.9	473	51237	"type I keratin 16 [human, epidermal keratinocytes, Peptide, 473 aa]."	19	3	0.158	10	9	2	1	4.037	3.042	2	10277.88672	7201.918702	9331.064453	14754.2915	15702.08057	12260.03076	14032.89209	11277.28272	23335.98047	19754.06543	150	1	11356.6875	4272.678711	7001.868164	19352.51953	17728.68164	6979.973145	12090.00488	7863.945312	22896.17578	20490.42578	150
30	1	EXTRA_0001	 	 	"EXTRA_0001, sp|P07724|ALBU_MOUSE"	 	83.6	584	66356	[P02768ups|ALBU_HUMAN_UPS] Serum albumin (Chain 26-609) - Homo sapiens (Human)	246	221	0.898	115	131	103	118	106.236	121.535	103	14546511.71	8393553.433	51856783.77	15696981.69	12059286.45	8058431.17	10265722.42	7216175.385	55516690.66	6895520.592	2005382.088	118	39398638.92	23039276.17	138303578.4	41724435.12	32389245.43	21690854.81	27862141.87	19364357.3	146335903.5	18664704.8	4044511.515
31	1	EXTRA_0002 (+1)	EXTRA_0002&sp|P29595|NEDD8_MOUSE	 	 	 	28.4	81	9071	[Q15843ups|NEDD8_HUMAN_UPS] NEDD8 (Chain 1-81) - Homo sapiens (Human)	42	42	1	27	15	27	15	27	15	27	1994329.172	1795134.43	2184516.938	2314087.202	2136579.447	2096997.787	2110612.656	2178778.266	2162318.111	2008382.635	50343.4292	15	5716574.18	5270585.336	6557902.026	6381220.475	6244286.885	5843584.379	6252389.842	5762799.626	6438104.864	5198485.504	16887.77856
32	1	EXTRA_0003 (+1)	EXTRA_0003&sp|Q61411|RASH_MOUSE	 	"EXTRA_0003, sp|P08556|RASN_MOUSE, sp|P32883|RASK_MOUSE"	 	56.6	189	21298	[P01112ups|RASH_HUMAN_UPS] GTPase HRas (Chain 1-189) - Homo sapiens (Human)	43	9	0.209	18	25	5	4	11.736	11.995	5	1015854.164	1041629.086	1229813.758	1315085.203	1178077.617	1153501.063	1193007.164	1213477.531	1227716.023	1190501.18	59478.33423	4	1468119.227	1406435.031	1694748.438	1840099.586	1785342.266	1440196.734	1705568.031	1748785.844	1739904.578	1686378.172	51931.63696
33	1	EXTRA_0004	 	 	"EXTRA_0004, sp|P24270|CATA_MOUSE"	 	36.3	526	59624	[P04040ups|CATA_HUMAN_UPS] Catalase (Chain 2-527) - Homo sapiens (Human)	52	31	0.596	26	26	17	14	20.643	17.5	17	934197.0308	690640.5852	1910304.608	1070440.441	976903.3691	801526.6235	772804.5037	723060.4648	2077106.326	694821.2898	68399.95789	14	1315621.686	919811.0522	2204985.009	1437711.918	1257493.157	1182823.339	1072750.43	1070603.242	2348929.331	1122217.606	57426.68066
34	1	EXTRA_0008	 	 	"EXTRA_0008, sp|Q64669|NQO1_MOUSE"	 	12.8	273	30736	[P15559ups|NQO1_HUMAN_UPS] NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	6	2	0.333	3	3	1	1	1.125	1.143	1	24492.37305	12197.17383	71163.25781	23523.49023	20089.12695	11012.94824	14304.88477	10406.25977	73253.61719	10306.45801	1706.106934	1	35759.26563	15486.36328	144188.1875	39609.51953	35413.24219	18085.43164	23242.83203	15739.93652	154386.9531	26442.39844	150
35	1	EXTRA_0009	 	 	"EXTRA_0009, sp|O08807|PRDX4_MOUSE, sp|P35700|PRDX1_MOUSE, sp|Q61171|PRDX2_MOUSE"	 	44.9	198	21979	[Q06830ups|PRDX1_HUMAN_UPS] Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	83	4	0.048	45	38	2	2	5.279	5.017	2	328080.6406	205971.9063	988748.1875	377933.7188	298150.9688	209892.1406	253179.9375	208998.6953	1116544.563	211868.8125	38998.43555	2	1167552.469	736100.9531	3927001.75	1292498.344	1048060.625	764815.0781	991186.7188	725799.6875	4143828.125	665703.8906	165697.8672
36	1	EXTRA_0010	 	 	"EXTRA_0010, sp|P56395|CYB5_MOUSE"	 	40.7	140	16153	"[P00167ups|CYB5_HUMAN_UPS] Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)"	18	2	0.111	8	10	1	1	2.4	5.5	1	124624.2188	62869.39063	256167.625	110925.5859	96287	76050.40625	95020.01563	64184.89844	298436.2188	68921.22656	9330.158203	1	309365	225374.0469	819837.625	346782.2188	283485.0625	254929.1719	260099.8438	206477.8281	878322	217108.1719	37213.53906
37	1	EXTRA_0017	 	 	 	 	29.4	153	17052	[P02144ups|MYG_HUMAN_UPS] Myoglobin (Chain 2-154) - Homo sapiens (Human)	7	7	1	3	4	3	4	3	4	3	467004.4951	310074.2588	1572599.07	529821.7148	392703.8574	283648.3896	349166.8164	261997.4434	1832035.281	260024.3115	78498.33716	4	1926411.853	1448117.588	3410991.655	2184032.023	1829600.743	1231068.795	1583597.242	1229757.406	3551746.86	1464611.806	117720.6367
38	1	EXTRA_0021	 	 	"EXTRA_0021, sp|P01942|HBA_MOUSE"	 	39.7	141	15126	[P69905ups|HBA_HUMAN_UPS] Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	187	16	0.086	57	130	6	10	8.807	19.16	6	744220.3945	470435.4043	2777469.016	810706.6367	629228.207	431792.9199	545091.5938	418024.4941	3140204.563	352395.5586	91744.875	10	2141218.946	1185566.325	7895098.278	2440307.161	1714385.373	1163277.923	1655048.037	995405.8495	8692952.789	985217.5334	180702.0664
39	1	EXTRA_0023	 	 	 	 	61.9	260	28739	[P00915ups|CAH1_HUMAN_UPS] Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	59	59	1	31	28	31	28	31	28	31	4341407.169	2521860.813	15463187.87	4678189.918	3583746.606	2453888.931	3082574.273	2302722.716	17603777.62	2247036.075	623123.7875	28	8522803.399	5194057.217	27179738.17	8328988.161	6812977.584	4808096.073	6026264.341	4371131.409	30093932.05	4159587.283	991857.0918
40	1	EXTRA_0025	 	 	"EXTRA_0025, sp|P00920|CAH2_MOUSE"	 	66.8	259	29114	[P00918ups|CAH2_HUMAN_UPS] Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	124	103	0.831	58	66	50	53	53.306	57.687	50	6880486.404	3905281.984	23744116.86	6963954.532	5415711.14	3517556.988	4527112.834	3328838.555	25817781.33	3238431.316	1020552.151	53	18221273.41	9727759.79	60172690.98	19951898.54	15124441.89	10432478.1	12715339.64	9386347.847	65361169.71	9024221.775	1732440.859
42	1	EXTRA_0030	 	 	 	 	50.3	147	16157	[P41159ups|LEP_HUMAN_UPS] Leptin (Chain 22-167) - Homo sapiens (Human)	32	32	1	12	20	12	20	12	20	12	2035440.285	999013.1597	7167075.756	2105043.358	1689654.672	1040272.861	1476982.636	792732.1123	7958778.041	1003798.309	244776.8103	20	6487537.711	3769174.752	21570629.27	6497037.767	5131878.52	3187611.124	4826896.155	3065070.469	24229281.99	3060438.362	830522.5518
43	1	EXTRA_0033	 	 	 	 	78.4	74	8274	[P01031ups|CO5_HUMAN_UPS] Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	37	37	1	12	25	12	25	12	25	12	1984982.016	1119029.659	6661700.854	1958389.607	1466969.291	968195.0296	1299413.553	947059.2617	7016031.174	831458.2218	188795.738	25	6189454.963	3733383.367	21089537.32	6667471.189	4977370.913	3406112.233	4180796.306	3062708.538	21024312.29	2220926.554	532188.7995
44	1	EXTRA_0036	 	 	 	 	13.4	336	38814	"[P63165ups|SUMO1_HUMAN_UPS] Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)"	10	10	1	4	6	4	6	4	6	4	951036.0664	827417.8672	1615969.395	1096388.443	991727.4238	906432.3633	919185.9688	850178.2373	1711683.77	891848.7383	68332.1792	6	1671463.684	1380235.609	2975731.504	1720975.758	1600381.684	1566651.379	1513415.586	1537210.738	3187488.344	1548075.902	86466.95593
45	1	EXTRA_0037 (+1)	EXTRA_0037&sp|P52482|UB2E1_MOUSE	 	"EXTRA_0037, sp|P52483|UB2E3_MOUSE, sp|Q91W82|UB2E2_MOUSE"	 	21.6	199	22227	"[P51965ups|UB2E1_HUMAN_UPS] Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)"	8	5	0.625	3	5	2	3	2.5	4	2	22460.53271	20998.95728	26926.14111	32568.39819	26395.32739	26920.26611	27474.19556	26481.58765	27767.04321	26929.91089	150	3	51187.46167	59680.72443	73676.27692	81388.23511	72130.44336	66294.68439	60433.90851	54779.01563	64957.20093	70985.44702	1020.259399
46	1	EXTRA_0038	 	 	"EXTRA_0038, sp|Q61035|HARS1_MOUSE, sp|Q99KK9|SYHM_MOUSE"	 	38.3	515	58233	"[P12081ups|SYHC_HUMAN_UPS] Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)"	47	3	0.064	21	26	2	1	5.056	3.358	2	24349.8584	25721.92383	61349.39649	25802.09766	28111.65234	20118.96729	24422.21289	16581.61279	71043.53906	21548.21387	1578.040894	1	13336.50488	9454.047852	35547.14844	11224.71582	10528.33496	9514.314453	8280.390625	6087.629395	36291.13281	8516.323242	150
